task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6,model 7,model 8
190146,5,0.8823529411764706,0.8705882352941177,0.8588235294117647,0.8705882352941177,0.9058823529411764,0.8470588235294118,0.8705882352941177,0.8705882352941177,0.8588235294117647
359959,13,0.6013513513513513,0.5608108108108109,0.581081081081081,0.581081081081081,0.5675675675675675,0.5608108108108109,0.5743243243243243,0.5675675675675675,0.581081081081081
2073,14,0.7248322147651006,0.7181208053691275,0.7114093959731543,0.6912751677852349,0.697986577181208,0.697986577181208,0.6845637583892618,0.7114093959731543,0.7181208053691275
359959,8,0.6216216216216216,0.5945945945945946,0.5945945945945946,0.5945945945945946,0.5945945945945946,0.6081081081081081,0.5878378378378378,0.6081081081081081,0.5743243243243243
168784,8,0.841025641025641,0.8256410256410256,0.8307692307692308,0.8153846153846154,0.8256410256410256,0.8307692307692308,0.8358974358974359,0.8256410256410256,0.8256410256410256
359954,8,0.6891891891891891,0.6621621621621622,0.6486486486486487,0.6756756756756757,0.6621621621621622,0.6621621621621622,0.6351351351351351,0.6621621621621622,0.6486486486486487
168784,9,0.841025641025641,0.8153846153846154,0.841025641025641,0.8256410256410256,0.8102564102564103,0.8256410256410256,0.841025641025641,0.8153846153846154,0.8358974358974359
168784,3,0.8358974358974359,0.841025641025641,0.8205128205128205,0.8358974358974359,0.8205128205128205,0.8102564102564103,0.8358974358974359,0.8358974358974359,0.8256410256410256
359959,12,0.6283783783783784,0.6081081081081081,0.5675675675675675,0.6216216216216216,0.6216216216216216,0.5878378378378378,0.6013513513513513,0.6148648648648649,0.581081081081081
190146,10,0.8823529411764706,0.8588235294117647,0.8705882352941177,0.8823529411764706,0.8705882352941177,0.8705882352941177,0.8705882352941177,0.8588235294117647,0.8705882352941177
2073,5,0.7181208053691275,0.6912751677852349,0.6912751677852349,0.697986577181208,0.697986577181208,0.6912751677852349,0.7046979865771812,0.6912751677852349,0.6912751677852349
190146,9,0.8941176470588236,0.8470588235294118,0.8588235294117647,0.8588235294117647,0.8705882352941177,0.8352941176470589,0.8470588235294118,0.8352941176470589,0.8588235294117647
359954,2,0.7027027027027027,0.6621621621621622,0.6891891891891891,0.6351351351351351,0.6756756756756757,0.6621621621621622,0.7027027027027027,0.6621621621621622,0.6891891891891891
168784,10,0.8256410256410256,0.8256410256410256,0.8461538461538461,0.8051282051282052,0.8153846153846154,0.8102564102564103,0.8205128205128205,0.8256410256410256,0.8461538461538461
359954,6,0.6891891891891891,0.6486486486486487,0.6621621621621622,0.6621621621621622,0.6621621621621622,0.6486486486486487,0.6621621621621622,0.6486486486486487,0.6621621621621622
190146,3,0.8941176470588236,0.8352941176470589,0.8352941176470589,0.8705882352941177,0.8588235294117647,0.8705882352941177,0.8470588235294118,0.8352941176470589,0.8470588235294118
190146,12,0.8941176470588236,0.8352941176470589,0.8470588235294118,0.8705882352941177,0.8823529411764706,0.8235294117647058,0.8352941176470589,0.8352941176470589,0.8470588235294118
2073,8,0.7114093959731543,0.6711409395973155,0.6912751677852349,0.6442953020134228,0.6711409395973155,0.6510067114093959,0.7114093959731543,0.6711409395973155,0.697986577181208
